movieId, imdbId, tmdId, director, cast
43376, 0426578, 2117, Marc Rothemund, Julia Jentsch|Alexander Held|Fabian Hinrichs|Johanna Gastdorf|André Hennicke|Florian Stetter|Maximilian Brückner|Johannes Suhm|Lilli Jung
43396, 0412080, 9912, Roger Donaldson, Anthony Hopkins|Iain Rea|Tessa Mitchell|Aaron Murphy|Tim Shadbolt|Annie Whittle|Greg Johnson|Antony Starr|Kate Sullivan
43419, 0416496, 1969, Joachim Rønning, Penélope Cruz|Salma Hayek|Steve Zahn|Dwight Yoakam|Denis Arndt|Audra Blaser|Sam Shepard|Ismael 'East' Carlo|Gary Carlos Cervantes
43460, 0423409, 8435, Michael Winterbottom, Steve Coogan|Rob Brydon|Keeley Hawes|Shirley Henderson|Raymond Waring|Conal Murphy|Joe Williams|Paul Kynman|Mark Tandy
43549, 0383393, 45759, John Gray, Jeremy Davies|Clea DuVall|Allison Smith|Eric Dane|Mary Lynn Rajskub|Michael Weston|Hal Ozsan|Rick Gomez|Robert Joy
43556, 0417433, 13275, Justin Lin, James Franco|Macka Foley|Jim Parrack|Donnie Wahlberg|Brian Goodman|Billy Finnigan|Jordana Brewster|Katie Hein|Jimmy Lin
43558, 0421729, 11565, John Whitesell, Martin Lawrence|Nia Long|Emily Procter|Zachary Levi|Mark Moses|Kat Dennings|Chloë Grace Moretz|Marisol Nichols|Josh Flitter
43560, 0396752, 11283, Kirk Jones, Emma Thompson|Colin Firth|Kelly Macdonald|Thomas Brodie-Sangster|Eliza Bennett|Jennifer Rae Daykin|Raphaël Coleman|Samuel Honywood|Holly Gibbs
43677, 0114745, 31894, Robert Markowitz, Laurence Fishburne|Allen Payne|Malcolm-Jamal Warner|Courtney B. Vance|Andre Braugher|Christopher McDonald|Daniel Hugh Kelly|John Lithgow|Cuba Gooding Jr.
43679, 0414982, 9286, James Wong, Mary Elizabeth Winstead|Ryan Merriman|Kris Lemche|Alexz Johnson|Sam Easton|Jesse Moss|Gina Holden|Texas Battle|Chelan Simmons
43684, 0437777, 15363, Sanaa Hamri, Sanaa Lathan|Fuzzy Fantabulous|Katharine Towne|Stanley DeSantis|K.C. Clyde|Wendy Raquel Robinson|Golden Brooks|Taraji P. Henson|Marcus Brown
43708, 0425598, 292, Michel Gondry, Dave Chappelle|Erykah Badu|Isaac ben Ayala|Yasiin Bey|Big Daddy Kane|Bilal|Cody ChesnuTT|Keyshia Cole|Common
43744, 0421994, 1544, Ol Parker, Piper Perabo|Lena Headey|Matthew Goode|Celia Imrie|Anthony Head|Darren Boyd|Sue Johnston|Boo Jackson|Sharon Horgan
43836, 0383216, 12096, Shawn Levy, Steve Martin|Kevin Kline|Jean Reno|Emily Mortimer|Henry Czerny|Kristin Chenoweth|Roger Rees|Beyoncé|Philip Goodwin
43869, 0381971, 9975, Matthew O'Callaghan, Frank Welker|Will Ferrell|Shane Baumel|Timyra-Joi Beatty|Eugene Levy|Christopher Chen|Michaela Jill Murphy|Dick Van Dyke|Alexander Gould
43871, 0408345, 9754, Richard Loncraine, Harrison Ford|Virginia Madsen|Carly Schroeder|Jimmy Bennett|Gail Ann Lewis|Mary Lynn Rajskub|Matthew Currie Holmes|Candus Churchill|David Lewis
43904, 0455857, 10053, Simon West, Camilla Belle|Tommy Flanagan|Katie Cassidy|Tessa Thompson|Brian Geraghty|Clark Gregg|Derek de Lint|Kate Jennings Grant|David Denman
43908, 0449061, 7515, Hunter Richards, Chris Evans|Jessica Biel|Joy Bryant|Jason Statham|Kelli Garner|Isla Fisher|Louis C.K.|Jeff Wolfe|Dane Cook
43912, 0349467, 9959, Joe Roth, Samuel L. Jackson|Julianne Moore|Edie Falco|Ron Eldard|William Forsythe|Aunjanue Ellis|Anthony Mackie|LaTanya Richardson Jackson|Clarke Peters
43914, 0380817, 14256, Adam Rapp, Zooey Deschanel|Darrell Larson|John Bedford Lloyd|Deirdre O'Connell|Mandy Siegfried|Amy Madigan|Dallas Roberts|Ivan Martin|Robert Beitzel
43917, 0397313, 9036, Frank Marshall, Paul Walker|Bruce Greenwood|Moon Bloodgood|Wendy Crewson|Gerard Plunkett|August Schellenberg|Jason Biggs|D.J.|Timba
43919, 0466342, 10073, Aaron Seltzer, Alyson Hannigan|Adam Campbell|Sophie Monk|Eddie Griffin|Meera Simhan|Fred Willard|Jennifer Coolidge|Marie Matiko|Judah Friedlander
43921, 0404390, 7304, Wayne Kramer, Paul Walker|Cameron Bright|Vera Farmiga|Chazz Palminteri|Karel Roden|Johnny Messner|Ivana Milicevic|Alex Neuberger|Michael Cudlitz
43928, 0370032, 9920, Kurt Wimmer, Milla Jovovich|Cameron Bright|Nick Chinlund|Sebastien Andrieu|Ida Martin|William Fichtner|David E. Collier|Kieran O'Rorke|Digger Mesch
43930, 0397078, 10025, Donald Petrie, Lindsay Lohan|Chris Pine|Samaire Armstrong|Bree Turner|Faizon Love|Missi Pyle|Makenzie Vega|Carlos Ponce|Tom Fletcher
43932, 0454919, 9682, Jim Sonzero, Kristen Bell|Ian Somerhalder|Christina Milian|Rick Gonzalez|Jonathan Tucker|Samm Levine|Octavia Spencer|Ron Rifkin|Joseph Gatt
43936, 0450232, 2207, Richard Donner, Bruce Willis|Yasiin Bey|David Morse|Jenna Stern|Casey Sander|Cylk Cozart|David Zayas|Robert Racki|Patrick Garrow
44004, 0427229, 6877, Tom Dey, Matthew McConaughey|Sarah Jessica Parker|Zooey Deschanel|Justin Bartha|Bradley Cooper|Terry Bradshaw|Kathy Bates|Tyrel Jackson Williams|Katheryn Winnick
44020, 0491703, 14609, Curt Geda, Justin Gross|Grey Griffin|Michael Massee|Marc Worden|Olivia d'Abo|Nan McNamara|Nolan North|Andre Ware|David Boat
44022, 0438097, 950, Carlos Saldanha, Ray Romano|John Leguizamo|Denis Leary|Seann William Scott|Josh Peck|Queen Latifah|Will Arnett|Jay Leno|Chris Wedge
44189, 0384814, 1967, Robert Towne, Colin Farrell|Salma Hayek|Donald Sutherland|Eileen Atkins|Idina Menzel|Justin Kirk|Jeremy Crutchley|Ronald France|Dionysio Basco
44191, 0434409, 752, James McTeigue, Natalie Portman|Hugo Weaving|Stephen Rea|Stephen Fry|John Hurt|Tim Pigott-Smith|Rupert Graves|Roger Allam|Ben Miles
44193, 0454945, 9655, Andy Fickman, Amanda Bynes|Channing Tatum|Laura Ramsey|Vinnie Jones|David Cross|Julie Hagerty|Robert Hoffman|Alexandra Breckenridge|Jonathan Sadowski
44195, 0427944, 9388, Jason Reitman, Joan Lunden|Eric Haberman|Aaron Eckhart|Mary Jo Smith|Todd Louiso|Jeff Witzke|J.K. Simmons|Marianne Muellerleile|Cameron Bright
44197, 0419749, 9950, Sidney Lumet, Vin Diesel|Alex Rocco|Frank Pietrangolare|Richard DeDomenico|Jerry Grayson|Tony Ray Rossi|Vinny Vella|Paul Borghese|Frank Adonis
44199, 0454848, 388, Spike Lee, Denzel Washington|Clive Owen|Jodie Foster|Christopher Plummer|Willem Dafoe|Chiwetel Ejiofor|Carlos Andrés Gómez|Kim Director|James Ransone
44204, 0468565, 868, Gavin Hood, Presley Chweneyagae|Terry Pheto|Kenneth Nkosi|Mothusi Magano|Zenzo Ngqobe|Zola|Rapulana Seiphemo|Nambitha Mpumlwana|Nonthuthu Sibisi
44225, 0429591, 14191, Elizabeth Allen Rosenbaum, Emma Roberts|JoJo|Sara Paxton|Jake McDorman|Arielle Kebbel|Claudia Karvan|Bruce Spence|Tammin Sursok|Roy Billing
44238, 0110329, 18009, Rodman Flender, Warwick Davis|Charlie Heath|Shevonne Durkin|Sandy Baron|Adam Biesk|James Lancaster|Linda Hopkins|Arturo Gil|Kimmy Robertson
44241, 0113636, 19286, Brian Trenchard-Smith, Warwick Davis|John Gatins|Lee Armstrong|John DeMita|Michael Callan|Caroline Williams|Marcelo Tubert|Tom Dugan|Leigh-Allyn Baker
44243, 0116861, 19287, Brian Trenchard-Smith, Warwick Davis|Brent Jasmer|Jessica Collins|Guy Siner|Gary Grossman|Rebecca Carlton|Tim Colceri|Miguel A. Núñez Jr.|Debbe Dunning
44301, 0458242, 1379, Aki Kaurismäki, Janne Hyytiäinen|Maria Järvenhelmi|Maria Heiskanen|Ilkka Koivula|Sergei Doudko|Andrei Gennadiev|Arturas Pozdniakovas|Matti Onnismaa|Sulevi Peltola
44397, 0454841, 9792, Alexandre Aja, Maxime Giffard|Michael Bailey Smith|Tom Bower|Ted Levine|Kathleen Quinlan|Dan Byrd|Emilie de Ravin|Aaron Stanford|Vinessa Shaw
44399, 0393735, 10067, Brian Robbins, Tim Allen|Kristin Davis|Zena Grey|Spencer Breslin|Danny Glover|Robert Downey Jr.|Joshua Leonard|Shawn Pyfrom|Bess Wohl
44511, 0436864, 35555, Rupert Murray, Doug Bruce|Rupert Murray
44555, 0405094, 582, Florian Henckel von Donnersmarck, Martina Gedeck|Ulrich Mühe|Sebastian Koch|Ulrich Tukur|Thomas Thieme|Hans-Uwe Bauer|Volkmar Kleinert|Matthias Brenner|Charly Hübner
44597, 0057697, 37939, Seijun Suzuki, Jô Shishido|Misako Watanabe|Tamio Kawaji|Minako Katsuki|Daisaburô Hirata|Eiji Gô|Kôichi Uenoyama|Akiji Kobayashi|Yûzô Kiura
44613, 0446046, 12763, Liz Friedlander, Antonio Banderas|Rob Brown|Yaya DaCosta|Alfre Woodard|John Ortiz|Laura Benanti|Jonathan Malen|Jasika Nicole|Shawand McKenzie
44633, 0436231, 13222, Jeff Feuerzeig, Daniel Johnston|Laurie Allen|Brian Beattie|Louis Black|David Fair|Jad Fair|Don Goede|Matt Groening|Gibby Haynes
44657, 0061996, 1561, Robert Bresson, Nadine Nortier|Jean-Claude Guilbert|Marie Cardinal|Paul Hébert|Jean Vimenet|Marie Susini|Liliane Princet|Suzanne Huguenin|Marine Trichet
44665, 0425210, 186, Paul McGuigan, Josh Hartnett|Bruce Willis|Lucy Liu|Morgan Freeman|Ben Kingsley|Michael Rubenfeld|Peter Outerbridge|Stanley Tucci|Kevin Chamberlin
44694, 0441909, 219, Pedro Almodóvar, Penélope Cruz|Carmen Maura|Lola Dueñas|Blanca Portillo|Yohana Cobo|Chus Lampreave|Antonio de la Torre|Carlos Blanco|María Isabel Díaz Lago
44709, 0437800, 13751, Doug Atchison, Keke Palmer|Laurence Fishburne|Angela Bassett|Curtis Armstrong|J.R. Villarreal|Sean Michael Afable|Sahara Ware|Lee Thompson Young|Julito McCullum
44719, 0263124, 53961, Laís Bodanzky, Rodrigo Santoro|Othon Bastos|Cássia Kis|Dani Nefussi|Jairo Mattos|Altair Lima|Lineu Dias|Caco Ciocler|Gero Camilo
44731, 0441796, 10069, William Brent Bell, Jon Foster|Samaire Armstrong|Frankie Muniz|Jimmi Simpson|Wendell Pierce|Milo Ventimiglia|Sophia Bush|Adam Goldberg|Billy Slaughter
44759, 0430912, 3093, Michael Caton-Jones, Stan Collymore|Sharon Stone|Neil Maskell|David Thewlis|Jan Chappell|David Morrissey|Terence Harvey|Hugh Dancy|Ellen Thomas
44761, 0393109, 9270, Rian Johnson, Joseph Gordon-Levitt|Nora Zehetner|Lukas Haas|Noah Fleiss|Matt O'Leary|Emilie de Ravin|Noah Segan|Richard Roundtree|Meagan Good
44773, 0225481, 28349, Dave Parker, Eric Clawson|Jamie Donahue|Brett Beardslee|Wendy Speake|Benjamin P. Morris|Rick Irwin|David Douglas|Matt Stephens|Kimberly Pullis
44777, 0383353, 10177, Jake West, Emily Booth|Jamie Honeybourne|Sam Butler|Jodie Shaw|Peter McNeil O'Connor|Nick Smithers|Norman Lovett|Christopher Adamson|Jennifer Evans
44788, 0493459, 16070, Kirby Dick, Kimberly Peirce|Jon Lewis|David Ansen|Martin Garbus|Wayne Kramer|Paul Dergarabedian|Kevin Smith|John Waters|Matt Stone
44828, 0439815, 9035, James Gunn, Don Thompson|Nathan Fillion|Gregg Henry|Xantha Radley|Elizabeth Banks|Tania Saulnier|Dustin Milligan|Michael Rooker|Haig Sutherland
44840, 0437863, 9957, Dennis Dugan, Rob Schneider|David Spade|Jon Heder|Jon Lovitz|Craig Kilborn|Molly Sims|Tim Meadows|Nick Swardson|Erinn Bartlett
44849, 0386741, 9389, Christian Volckman, Daniel Craig|Romola Garai|Ian Holm|Kevork Malikyan|Catherine McCormack|Jonathan Pryce|Robert Dauney|Crystal Shepherd-Cross|Isabelle Van Waes
44851, 0416331, 460, Dani Levy, Henry Hübchen|Hannelore Elsner|Udo Samel|Golda Tencer|Steffen Groth|Anja Franke|Sebastian Blomberg|Elena Uhlig|Rolf Hoppe
44864, 0436331, 8998, Nicole Holofcener, Catherine Keener|Jason Isaacs|Timm Sharp|Joan Cusack|Greg Germann|Hailey Noelle Johnson|Simon McBurney|Frances McDormand|Jake Cherry
44889, 0404364, 20521, Andy Fickman, Kristen Bell|Christian Campbell|Neve Campbell|Alan Cumming|Ana Gasteyer|John Kassir|Amy Spanger|Robert Torti|Steven Weber
44929, 0424880, 4441, Neil Armfield, Abbie Cornish|Heath Ledger|Geoffrey Rush|Tom Budge|Roberto Meza Mont|Tony Martin|Noni Hazlehurst|Holly Austin|Craig Moraghan
44931, 0016914, 84954, Georg Wilhelm Pabst, Werner Krauss|Ruth Weyher|Ilka Grüning|Jack Trevor|Polycarpe Pavloff|Hertha von Walther|Renate Brausewetter|Colin Ross|Lili Damita
44937, 0456396, 11490, Jean-Pierre Dardenne, Jérémie Renier|Déborah François|Jérémie Segard|Fabrizio Rongione|Olivier Gourmet|Anne Gerard|Bernard Marbaix|Jean-Claude Boniverd|Frédéric Bodson
44943, 0312318, 11304, James Hanlon, Tony Benatatos|Jamal Braithwaite|Steve Buscemi|Joe Casaliggi|Robert De Niro|James Hanlon|Gédéon Naudet|Jules Naudet|Joseph Pfeifer
44972, 0362120, 4257, David Zucker, Anna Faris|Regina Hall|Craig Bierko|Bill Pullman|Anthony Anderson|Leslie Nielsen|Molly Shannon|Michael Madsen|Chris Elliott
44974, 0424136, 2652, David Slade, Patrick Wilson|Ellen Page|Sandra Oh|Odessa Rae|G.J. Echternkamp|Cori Bright
45028, 0420087, 9526, Robert Altman, Marylouise Burke|Woody Harrelson|L.Q. Jones|Tommy Lee Jones|Garrison Keillor|Kevin Kline|Lindsay Lohan|Virginia Madsen|John C. Reilly
45062, 0443632, 5820, Clark Johnson, Michael Douglas|Kiefer Sutherland|Eva Longoria|Martin Donovan|Ritchie Coster|Kim Basinger|Blair Brown|David Rasche|Kristin Lehman
45074, 0405469, 9904, Steve 'Spaz' Williams, Kiefer Sutherland|Jim Belushi|Eddie Izzard|Janeane Garofalo|William Shatner|Richard Kind|Greg Cipes|Colin Hay|Miles Marsico
45081, 0384537, 588, Christophe Gans, Radha Mitchell|Sean Bean|Laurie Holden|Deborah Kara Unger|Kim Coates|Tanya Allen|Alice Krige|Jodelle Ferland|Colleen Williams
45106, 0465142, 9310, Paul Weitz, Hugh Grant|Dennis Quaid|Mandy Moore|Willem Dafoe|Chris Klein|Jennifer Coolidge|Sam Golzari|Marcia Gay Harden|Seth Meyers
45175, 0434124, 16367, Julian Jarrold, Joel Edgerton|Chiwetel Ejiofor|Sarah-Jane Potts|Jemima Rooper|Nick Frost|Linda Bassett|Robert Pugh|Ewan Hooper|Stephen Marcus
45183, 0427954, 8982, Prachya Pinkaew, Tony Jaa|Petchtai Wongkamlao|Bongkoj Khongmalai|Xing Jin|Nathan Jones|Johnny Nguyen|Lateef Crowder|Jonathan Patrick Foo|Damian de Montemas
45186, 0317919, 956, J.J. Abrams, Tom Cruise|Philip Seymour Hoffman|Ving Rhames|Billy Crudup|Michelle Monaghan|Jonathan Rhys Meyers|Keri Russell|Maggie Q|Simon Pegg
45208, 0449089, 9530, Barry Sonnenfeld, Robin Williams|Cheryl Hines|JoJo|Josh Hutcherson|Jeff Daniels|Kristin Chenoweth|Hunter Parrish|Chloe Sonnenfeld|Alex Ferris
45210, 0475276, 9829, Paul Greengrass, J.J. Johnson|Gary Commock|Polly Adams|Opal Alladin|Starla Benford|Trish Gates|Nancy McDoniel|David Alan Basche|Richard Bekins
45221, 0430634, 10115, Jessica Bendinger, Jeff Bridges|Missy Peregrym|Vanessa Lengies|Nikki SooHoo|Maddy Curley|Kellan Lutz|John Patrick Amedori|Mio Dzakula|Svetlana Efremova
45361, 0429573, 10008, Courtney Solomon, Donald Sutherland|Sissy Spacek|James D'Arcy|Rachel Hurd-Wood|Matthew Marsh|Thom Fell|Zoe Thorne|Gaye Brown|Sam Alexander
45382, 0398027, 7870, David Jacobson, Edward Norton|Evan Rachel Wood|David Morse|Rory Culkin|Bruce Dern|John Diehl|Geoffrey Lewis|Elizabeth Peña|Kat Dennings
45431, 0327084, 7518, Tim Johnson, Bruce Willis|Garry Shandling|Steve Carell|Wanda Sykes|William Shatner|Nick Nolte|Thomas Haden Church|Allison Janney|Eugene Levy
45440, 0364955, 9786, Terry Zwigoff, Max Minghella|Sophia Myles|John Malkovich|Jim Broadbent|Matt Keeslar|Ethan Suplee|Joel David Moore|Nick Swardson|Anjelica Huston
45442, 0409182, 503, Wolfgang Petersen, Josh Lucas|Kurt Russell|Jacinda Barrett|Richard Dreyfuss|Emmy Rossum|Mía Maestro|Mike Vogel|Kevin Dillon|Freddy Rodríguez
45447, 0382625, 591, Ron Howard, Tom Hanks|Audrey Tautou|Ian McKellen|Jean Reno|Paul Bettany|Alfred Molina|Jürgen Prochnow|Jean-Yves Berteloot|Etienne Chicot
45499, 0376994, 36668, Brett Ratner, Hugh Jackman|Halle Berry|Ian McKellen|Patrick Stewart|Famke Janssen|Anna Paquin|Kelsey Grammer|James Marsden|Rebecca Romijn
45501, 0452594, 9767, Peyton Reed, Vince Vaughn|Jennifer Aniston|Joey Lauren Adams|Cole Hauser|Jon Favreau|Jason Bateman|Judy Davis|Justin Long|Ivan Sergei
45503, 0438315, 13689, Victor Salva, Scott Mechlowicz|Nick Nolte|Amy Smart|Tim DeKay|Ashton Holmes|Paul Wesley|B.J. Britt|Agnes Bruckner|Tom Tarantini
45517, 0317219, 920, John Lasseter, Owen Wilson|Paul Newman|Bonnie Hunt|Larry the Cable Guy|Cheech Marin|Tony Shalhoub|Guido Quaroni|Jenifer Lewis|Paul Dooley
45635, 0404802, 15402, Mary Harron, Gretchen Mol|Chris Bauer|Jared Harris|Sarah Paulson|Cara Seymour|David Strathairn|Lili Taylor|John Cullum|Matt McGrath
45648, 0425055, 80919, Michael Hoffman, Michael Keaton|Robert Downey Jr.|Ari Graynor|Bebe Neuwirth|Griffin Dunne|Shalom Harlow|Nadia Dajani|Harris Yulin|Roger Rees
45658, 0410400, 38344, Gaby Dellal, Peter Mullan|Brenda Blethyn|Sean McGinley|Jamie Sives|Billy Boyd|Ron Cook|Jodhi May|Benedict Wong|Anne Marie Timoney
45662, 0466909, 806, John Moore, Predrag Bjelac|Carlo Sabatini|Bohumil Svarc|Liev Schreiber|Giovanni Lombardo Radice|Baby Zikova|Baby Morvas|Baby Muller|Baby Litera
45666, 0457510, 9353, Jared Hess, Jack Black|Ana de la Reguera|Héctor Jiménez|Darius Rose|Moises Arias|Diego Eduardo Gomez|Carlos Maycotte|Richard Montoya|Cesar Gonzalez
45668, 0410297, 2044, Alejandro Agresti, Keanu Reeves|Sandra Bullock|Christopher Plummer|Ebon Moss-Bachrach|Willeke van Ammelrooy|Dylan Walsh|Shohreh Aghdashloo|Lynn Collins|Mike Bacarella
45672, 0389860, 9339, Frank Coraci, Adam Sandler|Kate Beckinsale|Christopher Walken|David Hasselhoff|Henry Winkler|Julie Kavner|Sean Astin|Joseph Castanon|Jonah Hill
45720, 0458352, 350, David Frankel, Meryl Streep|Anne Hathaway|Emily Blunt|Stanley Tucci|Simon Baker|Adrian Grenier|Tracie Thoms|Rich Sommer|Daniel Sunjata
45722, 0383574, 58, Gore Verbinski, Johnny Depp|Orlando Bloom|Keira Knightley|Jack Davenport|Bill Nighy|Jonathan Pryce|Lee Arenberg|Mackenzie Crook|Kevin McNally
45726, 0463034, 1819, Anthony Russo, Owen Wilson|Kate Hudson|Matt Dillon|Michael Douglas|Seth Rogen|Amanda Detmer|Ralph Ting|Todd Stashwick|Bill Hader
45728, 0424345, 2295, Kevin Smith, Brian O'Halloran|Jeff Anderson|Jason Mewes|Kevin Smith|Jake Richardson|Ethan Suplee|Rachel Larratt|Shannon Larratt|Jennifer Schwalbach Smith
45730, 0452637, 9697, M. Night Shyamalan, Paul Giamatti|Bryce Dallas Howard|Jeffrey Wright|Bob Balaban|Sarita Choudhury|Cindy Cheung|M. Night Shyamalan|Freddy Rodríguez|Bill Irwin
45732, 0465624, 4474, Ivan Reitman, Uma Thurman|Luke Wilson|Anna Faris|Rainn Wilson|Eddie Izzard|Stelio Savante|Mike Iorio|Mark Consuelos|Wanda Sykes
45880, 0422720, 1887, Sofia Coppola, Kirsten Dunst|Jason Schwartzman|Judy Davis|Rip Torn|Rose Byrne|Asia Argento|Molly Shannon|Shirley Henderson|Danny Huston
45928, 0489037, 13508, Chris Paine, Martin Sheen|Reverend Gadget|Dave Barthmuss|Ed Begley Jr.|Jim Boyd|Alec N. Brooks|Alan Cocconi|John R. Dabels|Phyllis Diller
45950, 0497116, 1781, Davis Guggenheim, Al Gore|Billy West|George Bush|George W. Bush|Ronald Reagan
45969, 0101545, 16270, Bryan Gordon, Frank Whaley|Jennifer Connelly|Dermot Mulroney|Kieran Mulroney|John M. Jackson|Jenny O'Hara|Noble Willingham|Nada Despotovich|Reid Binion
46062, 0475293, 10947, Kenny Ortega, Zac Efron|Vanessa Hudgens|Ashley Tisdale|Lucas Grabeel|Corbin Bleu|Monique Coleman|Bart Johnson|Alyson Reed|Chris Warren
46105, 0428649, 17628, Caveh Zahedi, Caveh Zahedi|Christoff Colas|Rebecca Lord|Lindsey Tjian|Jenny Pompor|Michelle Roesler|Melanie Bonne|Anastasia Gershman|Seymour Kramer
46231, 0426627, 17741, Stephen Woolley, Leo Gregory|Paddy Considine|David Morrissey|Ben Whishaw|Tuva Novotny|Amelia Warner|Monet Mazur|Luke de Woolfson|David Walliams
46322, 0446059, 7549, Ronny Yu, Jet Li|Li Sun|Yong Dong|Yun Qu|Ailing Xu|Collin Chou|Hee Ching Paw|Nathan Jones|Shidô Nakamura
46335, 0463985, 9615, Justin Lin, Lucas Black|Damien Marzette|Trula M. Marcus|Zachery Ty Bryan|Brandon Brendel|Daniel Booko|David V. Thomas|Amber Stevens West|Ashika Gogna
46337, 0455499, 9513, Tim Hill, Breckin Meyer|Jennifer Love Hewitt|Billy Connolly|Bill Murray|Ian Abercrombie|Roger Rees|Lucy Davis|Lena Cardwell|Veronica Alicino
46347, 0478209, 20604, Sam Dunn, Tom Araya|Gavin Baddeley|Blasphemer|Randy Blythe|Joe Bottiglieri|Eric Bryan|Jackie Chambers|Monte Conner|Alice Cooper
46367, 0105187, 31692, Howard Franklin, Joe Pesci|Richard Riehle|Bryan Travis Smith|Max Brooks|Richard Schiff|Laura Cerón|Chuck Gillespie|Christian Stolte|Jack Denbo
46530, 0348150, 1452, Bryan Singer, Brandon Routh|Kate Bosworth|Kevin Spacey|James Marsden|Parker Posey|Frank Langella|Sam Huntington|Eva Marie Saint|Marlon Brando
46559, 0468094, 7872, Mat Whitecross, Riz Ahmed|Farhad Harun|Waqar Siddiqui|Arfan Usman|Shahid Iqbal|Sher Khan|Jason Salkey|Jacob Gaffney|Mark Holden
46572, 0443496, 18191, Stuart Gordon, William H. Macy|Frances Bay|Rebecca Pidgeon|Joe Mantegna|Denise Richards|Wendy Thompson|Vincent Guastaferro|Bai Ling|Matt Landers
46574, 0422861, 14474, Billy Kent, Parker Posey|Danny DeVito|Winter Ave Zoli|Miranda Bailey|Paul Rudd|Adam Nelson|Keith David|Tim Russ|Ramon Adams
46578, 0449059, 773, Jonathan Dayton, Abigail Breslin|Greg Kinnear|Paul Dano|Alan Arkin|Toni Collette|Steve Carell|Marc Turtletaub|Jill Talley|Brenda Canela
46664, 0040338, 21631, Carol Reed, Ralph Richardson|Michèle Morgan|Sonia Dresdel|Bobby Henrey|Denis O'Dea|Jack Hawkins|Walter Fitzgerald|Dandy Nichols|Joan Young
46723, 0449467, 1164, Alejandro G. Iñárritu, Brad Pitt|Cate Blanchett|Mohamed Akhzam|Peter Wight|Harriet Walter|Trevor Martin|Matyelok Gibbs|Georges Bousquet|Claudine Acs
46772, 0369994, 13141, Paul Dinello, Amy Sedaris|Paul Sedaris|Chandra Wilson|Kristy Thomas|Dee Finley|Deborah Rush|Ian Holm|Dan Hedaya|Joseph Cross
46850, 0492506, 35199, Patrick Creadon, Will Shortz|Merl Reagle|Tyler Hinman|Trip Payne|Al Sanders|Ellen Ripstein|Jon Delfin|Jon Stewart|Ken Burns
46855, 0064040, 15383, Jean-Pierre Melville, Lino Ventura|Paul Meurisse|Jean-Pierre Cassel|Simone Signoret|Claude Mann|Paul Crauchet|Christian Barbier|Serge Reggiani|André Dewavrin
46862, 0079759, 47850, Federico Fellini, Balduin Baas|Clara Colosimo|Elizabeth Labi|Ronaldo Bonacchi|Ferdinando Villella|Franco Javarone|David Maunsell|Francesco Aluigi|Andy Miller
46865, 0430304, 9072, Keenen Ivory Wayans, Marlon Wayans|Shawn Wayans|Kerry Washington|John Witherspoon|Tracy Morgan|Lochlyn Munro|Chazz Palminteri|Molly Shannon|David Alan Grier
46948, 0385880, 9297, Gil Kenan, Ryan Whitney Angel|Steve Buscemi|Mitchel Musso|Catherine O'Hara|Fred Willard|Sam Lerner|Woody Schultz|Ian McConnel|Maggie Gyllenhaal
46965, 0417148, 326, David R. Ellis, Samuel L. Jackson|Julianna Margulies|Nathan Phillips|Rachel Blanchard|Flex Alexander|Kenan Thompson|Keith Dallas|Lin Shaye|Bruce James
46967, 0457513, 512, Woody Allen, Jim Dunk|Robert Bathurst|Geoff Bell|Christopher Fulford|Nigel Lindsay|Ian McShane|Fenella Woolgar|Pete Mastin|Doreen Mantle
46970, 0415306, 9718, Adam McKay, Will Ferrell|John C. Reilly|Sacha Baron Cohen|Gary Cole|Michael Clarke Duncan|Leslie Bibb|Jane Lynch|Amy Adams|Andy Richter
46972, 0477347, 1593, Shawn Levy, Ben Stiller|Carla Gugino|Dick Van Dyke|Mickey Rooney|Bill Cobbs|Jake Cherry|Ricky Gervais|Robin Williams|Kim Raver
46974, 0469641, 1852, Oliver Stone, Nicolas Cage|Maria Bello|Connor Paolo|Anthony Piccininni|Alexa Gerasimovich|Morgan Flynn|Michael Peña|Armando Riesco|Jay Hernandez
46976, 0420223, 1262, Marc Forster, Will Ferrell|William Dick|Guy Massey|Martha Espinoza|T.J. Jagodowski|Peter Grosz|Ricky Adams|Christian Stolte|Denise Hughes
47044, 0430357, 82, Michael Mann, Colin Farrell|Jamie Foxx|Li Gong|Naomie Harris|Ciarán Hinds|Justin Theroux|Barry Shabaka Henley|Luis Tosar|John Ortiz
47099, 0454921, 1402, Gabriele Muccino, Will Smith|Jaden Smith|Thandie Newton|Brian Howe|James Karen|Dan Castellaneta|Kurt Fuller|Takayo Fischer|Kevin West
47122, 0455967, 9293, Betty Thomas, Jesse Metcalfe|Brittany Snow|Ashanti|Sophia Bush|Arielle Kebbel|Penn Badgley|Jenny McCarthy|Terrell J. Ramsey|Kevin McNulty
47124, 0429589, 9906, John A. Davis, Julia Roberts|Nicolas Cage|Meryl Streep|Paul Giamatti|Zach Tyler|Regina King|Bruce Campbell|Lily Tomlin|Cheri Oteri
47200, 0479884, 1948, Mark Neveldine, Jason Statham|Amy Smart|Jose Pablo Cantillo|Efren Ramirez|Dwight Yoakam|Carlos Sanz|Reno Wilson|Edi Gathegi|Glenn Howerton
